,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
263,263,Lucinda Ayala,LucindaAya77404,https://twitter.com/LucindaAya77404/status/1696716269267853746#m,Imbruvica -“ Ibrutinib belongs to a class of drugs known as kinase inhibitors. It works by slowing or stopping the growth of cancer cells.”,0,0,0,55,0.0
229,229,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755681779704281#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
247,247,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754139446083812#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
241,241,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754856596508997#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
242,242,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754790674596088#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
243,243,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754767907942576#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
228,228,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696756017198190934#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
244,244,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754706553721174#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
245,245,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754242005143971#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
246,246,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754216164004058#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
248,248,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754108517269696#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
239,239,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755013232783391#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
249,249,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754079136194823#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
250,250,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754056734351767#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
251,251,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753974458876198#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
254,254,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753892103757947#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
255,255,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753864400318809#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
256,256,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753776672338227#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
257,257,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753602793193642#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
259,259,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753951255998752#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
261,261,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696753926916427835#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
240,240,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696754991531503815#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
237,237,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755151527411850#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
233,233,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755377763950983#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
236,236,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755202995769436#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
231,231,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755528373096703#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
230,230,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755617497751962#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
238,238,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755081226666494#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
234,234,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755316044816625#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
232,232,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755468230881716#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
235,235,Denise Peebles,DenisePeebles7,https://twitter.com/DenisePeebles7/status/1696755267533516857#m,Democrats get thing DONE: A list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  Republicans voted No ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,0,0,0,54,0.0
359,359,ler540 (L. Richards),ler540,https://twitter.com/ler540/status/1696541169575162167#m,"Medicare to negotiate $'s on Eliquis & Xarelto, blood thinner Januvia,  Jardiance, Fiasp, NovoLog, diabetes  Enbrel, rheumatoid arthritis  Imbruvica, blood cancers Farxiga, diabetes, heart failure, chronic kidney disease Entresto, heart failure Stelara, psoriasis, Crohn's disease",0,0,0,53,0.0
84,84,Texas Task Force,TaskForceTexas,https://twitter.com/TaskForceTexas/status/1710636502009487799#m,"Ten drug manufacturers will begin price negotiations with Medicare. Costs to beneficiaries taking these drugs—Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasco—was $3,400,000,000 in 2022. Negotiated prices take effect in 2026.",2,0,0,53,3.7735849056603774
636,636,Rev Biosciences,RevBioSciences,https://twitter.com/RevBioSciences/status/1630646546067759104#m,Are covalently active molecules nuisance or your next drug target?  Prolonged target engagement of covalent interactions may increase potency & extend pharmacokinetic profiles. Ex drugs Imbruvica® & Tagrisso®. Poster here https://revolutionbiosciences.com/resources/ #SLAS #Target #Protein #MassSpec,1,0,0,52,1.9230769230769231
206,206,Nicole Christensen,CareAnswered,https://twitter.com/CareAnswered/status/1696903369133031769#m,"Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, Fiasp and NovoLog are the first drugs for which Medicare will negotiate better pricing from the manufacturers. This could ultimately lower drug costs for all. Read more: https://go.cms.gov/3YYxGRM",0,0,0,50,0.0
634,634,Wiener King,lurkerkat,https://twitter.com/lurkerkat/status/1631109372473655296#m,Watching people celebrate drug company fuckery is baffling. Go talk to a Rapamune or Imbruvica patient what happens when the drug company pulls the plug on these programs.,0,0,0,49,0.0
29,29,SciGuyRu,SciGuyRu,https://twitter.com/SciGuyRu/status/1723851599984934957#m,“Eliquis’ booming laugh echoes in the cavern.” “Revlimid watches greedily over his treasure.” “Imbruvica flies over the terrorized hamlet breathing fire.” “Stelara’s shrieking breath of star fire leaves you dazed” “Eylea glances at your location. She sees your invisibility”,0,0,1,48,2.083333333333333
658,658,アイアールエックス・メディシン【公式】,irxmedicine,https://twitter.com/irxmedicine/status/1622482820169072640#m,New indications for androgen receptor inhibitor NUBEQA for prostate cancer and BTK inhibitor Imbruvica for mantle cell lymphoma are approved. https://oncolo.jp/news/230223hy02,0,0,0,43,0.0
175,175,Tara Jacobs,TaraJELN,https://twitter.com/TaraJELN/status/1697111112330981753#m,"Biden plan: What 10 drugs are on Medicare price negotiation list? #Medicare #Medicare #SeniorsHealth #SeniorsHomeCare [Video] Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Fiasp, NovoLog and Stelara are all included. It's… dlvr.it/SvQ8NM",0,0,1,42,2.380952380952381
260,260,rey2022,rey1701ny,https://twitter.com/rey1701ny/status/1696735196169503051#m,Medicare can now negotiate lower costs for these prescription drugs thanks to the Inflation Reduction Act:  —Eliquis —Jardiance —Xarelto —Januvia —Farxiga —Entresto —Enbrel —Imbruvica —Stelara —Fiasp  Every single Republican in Congress voted against this.,0,0,0,40,0.0
31,31,Cancer Medicine - 癌症医学 (oncology),Ferna585512412,https://twitter.com/Ferna585512412/status/1722545158506602956#m,"#依鲁替尼 / #伊布替尼  / #Imbruvica / #Ibrutinib / #ibrutix / #ibrunib Ibrutinib is also used to treat Waldenstrom macroglobulinemia, Chronic graft-versus-host (cGVHD) disease. 孟加拉-耀品国际-Drug International Ltd WeChat : drug-international  website : medicine-international.com",1,0,0,38,2.631578947368421
52,52,Cancer Medicine - 癌症医学 (oncology),Ferna585512412,https://twitter.com/Ferna585512412/status/1720039052899185134#m,"#依鲁替尼 #伊布替尼 #Imbruvica #ibrutinib #ibrutix #ibrunib #NITIB #nitib140mg Nitib is indicated for Mantle Cell Lymphoma, Chronic Lymphocytic Leukemia / Small Lymphocytic Lymphoma, Waldenstrom’s Macroglobulinemia, Marginal zone Lymphoma, Chronic Graft Versus Host Disease.",1,0,0,38,2.631578947368421
25,25,Cancer Medicine - 癌症医学 (oncology),Ferna585512412,https://twitter.com/Ferna585512412/status/1724352281548918858#m,#Imbruvica #依鲁替尼 #伊布替尼 #亿珂 #ibrutinib #ibrutix #ibrunib #imbruvica140mg #chroniclymphocyticleukemia (CLL)/ #smalllymphocyticlymphoma (SLL) WeChat : drug-international website : medicine-international.com,0,0,0,38,0.0
171,171,Linda,Lindsey_diane1,https://twitter.com/Lindsey_diane1/status/1697269915743351235#m,Imbruvica is close to 500 bucks per pill.  😞,1,0,1,38,5.263157894736842
74,74,Cancer Medicine - 癌症医学 (oncology),Ferna585512412,https://twitter.com/Ferna585512412/status/1714966531996885132#m,Ibrushil 140mg Capsule is used in the treatment of mantle-cell lymphoma and blood cancer (chronic lymphocytic leukemia).  #Ibrutinib #ibrushil #依鲁替尼 #伊布替尼 #Imbruvica #ibrutinib140mg 客服微信/WeChat : drug-international  website : medicine-international.com,0,0,0,38,0.0
75,75,Cancer Medicine - 癌症医学 (oncology),Ferna585512412,https://twitter.com/Ferna585512412/status/1714592820303212659#m,#依鲁替尼 #伊布替尼 #亿珂 #ibrutinib #ibrutinibcapsule #Eco #Imbruvica #imbruvica140mg Mantle cell lymphoma (MCL) Chronic lymphocytic leukemia (CLL) Chronic lymphocytic leukemia (CLL) Marginal zone lymphoma (MZL)  WeChat : drug-international website : medicine-international.com,0,0,0,38,0.0
186,186,Ambrose Bielecki,AmbroseBielecki,https://twitter.com/AmbroseBielecki/status/1696958945703686394#m,"no, not fake, every one of these guys plays D-1 football: —Eliquis Finch  —Jardiance DeCharday  —Xarelto Jimenez  —Januvia Maquise  —Farxiga Rambunctious  —Entresto Jefferson —Enbrel Kantavia  —Imbruvica Nardelli  —Stelara Washington —Fiasp Farouk",1,0,1,32,6.25
581,581,Life Science Networks,LifeScienceNx,https://twitter.com/LifeScienceNx/status/1645835364119052289#m,"AbbVie, J&J Pull Two Accelerated Approvals for Imbruvica | BioSpace https://ift.tt/Ik1OFny",0,0,0,31,0.0
604,604,Life Science Networks,LifeScienceNx,https://twitter.com/LifeScienceNx/status/1644370377437585409#m,AbbVie removes two approvals for blood cancer drug Imbruvica https://ift.tt/S9zpMi2,0,0,0,31,0.0
10,10,roxy_eats_phish,roxy_eats_phish,https://twitter.com/roxy_eats_phish/status/1729141134239338683#m,"as evidenced by how the government was able to lower the cost of eliquis, jardience, xarelto, januvia, faxigo, entresto, enbrel, imbruvica, stelara & all those pesky insulins (fiasp; fiasp flextouch; fiasp penfill; novolog; novolog fexpen; novolog penfill).  #youreafuckingmoron",4,0,1,30,16.666666666666664
840,840,McFlusion,McFlusion,https://twitter.com/McFlusion/status/1595120988731371520#m,"ASH: AbbVie, J&J's Imbruvica under serious threat as BeiGene's Brukinsa delivers head-to-head trial win https://www.fiercepharma.com/pharma/abbvie-jjs-imbruvica-under-serious-threat-beigenes-brukinsa-delivers-all-around-head-head",0,0,0,28,0.0
7,7,News Europe 24,NewsEurope24,https://twitter.com/NewsEurope24/status/1730542692776771715#m,AbbVie seeks lift from 'guided missile' cancer drug with $10 bln ImmunoGen deal #AbbVie #ImmunoGen #CancerTherapies #Elahere #ADC #AntibodyDrugConjugates #PharmaDeal #HealthcareNews #DrugAcquisition #CancerTreatment #Biosimilars #Humira #Imbruvica https://newseurope24.com/abbvie-seeks-lift-from-guided-missile-cancer-drug-with-10-bln-immunogen-deal/,0,0,0,28,0.0
221,221,Drew Kolb,TheRealDrewKolb,https://twitter.com/TheRealDrewKolb/status/1696833355621286175#m,"Two big companies that have made a TON of money  from the government buying drugs/vax missing from this list....  J&J Stelaria, Xarelto, Imbruvica  Lilly Jardiance  Merck Januvia  AstraZeneca Farxiga  Novartis Entresto  Amgen Enbrel  Novo Nordisk Fiasp",0,0,0,28,0.0
762,762,Healthy_Life,adam_kinane,https://twitter.com/adam_kinane/status/1603249715943972865#m,Survival and treatment response may be improved with Brukinsa versus Imbruvica for CLL/SLL https://trendeepro.com/survival-and-treatment-response-may-be-improved-with-brukinsa-versus-imbruvica-for-cll-sll/,0,0,0,27,0.0
812,812,MasdelMedio,MasdelMedio,https://twitter.com/MasdelMedio/status/1601630966371319809#m,"New Results from the Phase 3 GLOW Study of Fixed-Duration Treatment with IMBRUVICA® (ibrutinib) Plus Venetoclax Demonstrate Robust Efficacy and Sustained Response in Older, Unfit Patients with Previously Untreated Chronic Lymphocytic Leukemia",0,0,0,26,0.0
811,811,MasdelMedio,MasdelMedio,https://twitter.com/MasdelMedio/status/1601630969785556992#m,AbbVie Presents Data at the 64th American Society of Hematology (ASH) Annual Meeting Adds to Robust IMBRUVICA® (ibrutinib) Science,0,0,0,26,0.0
55,55,MCajiao,M_Cajiao,https://twitter.com/M_Cajiao/status/1718689867201126402#m,"Thank you!!! Imbruvica is 12,000 per month!!! 😭🙏",1,0,1,24,8.333333333333332
219,219,Blackrabbit411,Blackrabbs,https://twitter.com/Blackrabbs/status/1696848951507374113#m,Generic Entry (GE)/ Patent Expire (PE)/ Eliquis Apr 28' GE Jardiance  Feb 25' PE Xarelto  Dec 24' GE/2024 PE Januvia Oct 26' GE Farxiga Oct 25' GE Entresto Feb 24' GE Enbrel 2029 GE Imbruvica Mar 32' GE Stelara Jan 25' GE Fiasp May 25' PE  You got played,0,0,0,23,0.0
174,174,Fiona Fitzgerald,FionaFSGP,https://twitter.com/FionaFSGP/status/1697108713897873448#m,"Biden plan: What 10 drugs are on Medicare price negotiation list? #Medicare #Medicare #Health #HealthCare #HealthInsurance [Video] Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Fiasp, NovoLog and Stelara are all included.… dlvr.it/SvQ7r5",0,0,1,22,4.545454545454546
631,631,Talgar Winter B.A,a_talgar,https://twitter.com/a_talgar/status/1631763018274033664#m,Doctor may ı ask something?Does imbruvica has side effects as rising serum lipase and amylase levels.my mom(74yo)uses imbruvica since 2022 july ...doesnt feel sick.amylase now 174 lipase 160...it was 128  at the beginning...othervise the drug saved her,0,0,0,21,0.0
424,424,Rex_Feral,_Rex_Feral_,https://twitter.com/_Rex_Feral_/status/1696496044530409793#m,gonna need some rule34 on imbruvica. she sounds kinda hot,1,0,0,21,4.761904761904762
979,979,Medmds,Medicinemds,https://twitter.com/Medicinemds/status/1564442214238982149#m,FDA approves Imbruvica for pediatric chronic graft versus host disease https://www.medmds.com/2022/08/29/fda-approves-imbruvica-for-pediatric-chronic-graft-versus-host-disease/,0,0,0,20,0.0
984,984,DrugVisual,drug_visual,https://twitter.com/drug_visual/status/1564266887621578753#m,FDA Approves Imbruvica for Pediatric Chronic Graft Versus Host Disease https://www.physiciansweekly.com/fda-approves-imbruvica-for-pediatric-chronic-graft-versus-host-disease/,0,0,0,17,0.0
558,558,CRE Health,crehealth_,https://twitter.com/crehealth_/status/1649835736923881472#m,NICE signs off on AbbVie's Imbruvica-Venclyxta combo in CLL - FiercePharma https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmZpZXJjZXBoYXJtYS5jb20vcGhhcm1hL2JlaWdlbmVzLWJydWtpbnNhLXN1cmdpbmctY2xsLWFiYnZpZS1nZXRzLXdpbi11ay1pbWJydXZpY2EtdmVuY2x5eHRhLWNvbWJv0gEA?oc=5,0,0,0,14,0.0
365,365,Mark Kurst,MarkKurst,https://twitter.com/MarkKurst/status/1696535104284406184#m,"Eliquis, co-made with Pfizer , lawsuit for not working as advertised.  Xarelto, Pfizer, lawsuit, Bloodclots.  Januvia, Merck, lawsuit  Imbruvica, Jannsen, Patent Lawsuit  Farxiga, AstraZeneca, used for bloodclots.  Lawsuits for causing kidney failure.  Yay BigPharm Tax Cuts.",1,0,0,14,7.142857142857142
361,361,theabroma@gmail.com,theabroma,https://twitter.com/theabroma/status/1696535240834240957#m,"(2/2) Of the 10 drugs listed, 9 deal with the results of metabolic mayhem related to diet: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Stelara, and Fiasp. Only Imbruvica, for blood cancers, stands out as a possible exception.",0,0,0,12,0.0
101,101,Ravinder,ravinder_1312,https://twitter.com/ravinder_1312/status/1708701637697589391#m,Very valid point. Just analyse other Para IV drugs filing of Natco Pharma. Do you know Natco increased its profit share with marketing partners to 50% in drug like Imbruvica. Are you aware Natco has now front-end marketing presence to get 100% profit share in some of the drugs?,0,0,1,10,10.0
200,200,Ron,RonMcClane,https://twitter.com/RonMcClane/status/1696912482093199867#m,I loved Natalie Imbruvica’s 90s hit “Torn” about chronic graft versus host disease,0,0,0,6,0.0
194,194,Gretchen colonius,Gretchcoloni1,https://twitter.com/Gretchcoloni1/status/1696932556384481392#m,"Eliquis — $75-115 every month, with the most awesome insurance available (fed employee) Imbruvica!!   That was tier 2 drug that without approval of the insurance company was $17.5k per month!!   Wow.",0,0,0,3,0.0
703,703,priya joseph,ayirpelle,https://twitter.com/ayirpelle/status/1616563092305113089#m,BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial - https://endpts.com/fda-approves-beigenes-brukinsa-for-chronic-lymphocytic-lymphoma/,0,0,0,0,
701,701,"Scrip, Citeline Commercial",PharmaScrip,https://twitter.com/PharmaScrip/status/1616722867093225476#m,BeiGene’s Brukinsa Set To Take On Imbruvica With CLL Approval https://bit.ly/3J1dQ2b #PharmaScrip,0,0,0,0,
702,702,REX Bill Morill 💫 🇮🇹 🇫🇷 🇳🇬,billmorill,https://twitter.com/billmorill/status/1616688326173511681#m,Endpoints News: BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head clinical trials. https://endpts.com/fda-approves-beigenes-brukinsa-for-chronic-lymphocytic-lymphoma/,0,0,0,0,
713,713,DennisPartners,DennisPartners,https://twitter.com/DennisPartners/status/1616257095338463237#m,BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial dlvr.it/Sh8fw6,0,0,0,0,
704,704,CocoThePatriot,JRCMDB,https://twitter.com/JRCMDB/status/1616499558497787906#m,That’s awesome.... I now have an IVIG infusion once every 6 weeks and take 3 imbruvica a day...I have CLL,1,1,0,0,inf
722,722,Krzysztof Potempa,BRAINCURES,https://twitter.com/BRAINCURES/status/1614944231851687936#m,"The biotech companies behind these chronic lymphocytic leukemia drugs minted massive returns for their investors: Pharmacyclics, which developed Imbruvica, was bought by AbbVie for $21 billion, & Acerta Pharma, which developed Calquence, was bought by AstraZeneca for $6.6 billion",2,0,0,0,inf
711,711,San Francisco Biotechnology Network,sfbionetwork,https://twitter.com/sfbionetwork/status/1616270262747512832#m,"SFBN Feed: BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial: The FDA greenlit BeiGene’s Brukinsa for use in chronic lymphocytic lymphoma, an approval that should ... #BayArea #Biotech https://tinyurl.com/2pqhjket",0,0,0,0,
